カード番号,カード名,フリガナ,レアリティ,種類,色,コスト/ライフ種別,コスト/ライフ値,パワー,カウンター,属性,特徴,ブロック,効果テキスト,トリガー,入手情報,ImageFileID,ImageFileID_small
ST10-015,ゴムゴムの巨人つっぱり,ギガントスタンプ,C,EVENT,赤,コスト,1,-,-,-,麦わらの一味,2,【カウンター】自分のリーダーかキャラ1枚までを、このバトル中、パワー+2000し、相手のパワー2000以下のキャラ1枚までを、KOする。,,“三船長”集結【ST-10】,dummy.gif,
ST10-016,ゴムゴムの猿王銃乱打,ゴムゴムノコングガンランド,C,EVENT,赤,コスト,5,-,-,-,麦わらの一味,2,【メイン】相手のパワー7000以下のキャラ1枚までを、KOする。,【】自分のリーダー1枚までを、次の自分のターン終了時まで、パワー+1000。,“三船長”集結【ST-10】,dummy.gif,
ST10-017,磁気万力,,C,EVENT,紫,コスト,3,-,-,-,キッド海賊団,2,【メイン】相手のコスト2以下のキャラ1枚までを、レストにし、ドン!!デッキからドン!!1枚までを、レストで追加する。,【】ドン‼デッキからドン‼1枚までを、アクティブで追加する。,“三船長”集結【ST-10】,dummy.gif,
ST11-001,ウタ,,L,LEADER,緑,ライフ,5,5000,-,特,FILM,2,【ドン!!×1】【アタック時】【ターン1回】自分のデッキの上から1枚を公開し、特徴《FILM》を持つカード1枚までを、手札に加える。その後、残りをデッキの下に置く。,,Side ウタ【ST-11】,dummy.gif,
ST11-001,ウタ,,L,LEADER,緑,ライフ,5,5000,-,特,FILM,2,【ドン‼×1】【アタック時】【ターン1回】自分のデッキの上から1枚を公開し、特徴《FILM》を持つカード1枚までを、手札に加える。その後、残りをデッキの下に置く。,,スタートデッキ 緑 ウタ【ST-16】,dummy.gif,
ST11-002,ウタ,,SR,CHARACTER,緑,コスト,3,4000,1000,特,FILM,2,【ブロッカー】(相手のアタックの後、このカードをレストにし、アタックの対象をこのカードにできる)【自分のターン終了時】自分の手札からイベント1枚を捨てることができる：自分の特徴《FILM》を持つキャラ1枚までを、アクティブにする。,,Side ウタ【ST-11】,dummy.gif,
ST11-003,逆光,ギャッコウ,C,EVENT,緑,コスト,2,-,-,-,音楽/FILM,2,【メイン】自分のリーダーが「ウタ」の場合、以下から1つを選ぶ。・相手のコスト5以下のキャラ1枚までを、レストにする。・相手のレストのコスト5以下のキャラ1枚までを、KOする。,,Side ウタ【ST-11】,dummy.gif,
ST11-003,逆光,ギャッコウ,C,EVENT,緑,コスト,2,-,-,-,音楽/FILM,2,【メイン】自分のリーダーが「ウタ」の場合、以下から1つを選ぶ。・相手のコスト5以下のキャラ1枚までを、レストにする。・相手のレストのコスト5以下のキャラ1枚までを、KOする。,,『ONE PIECE FILM RED』入場者プレゼント アンコールパック,dummy.gif,
ST11-003,逆光,ギャッコウ,C,EVENT,緑,コスト,2,-,-,-,音楽/FILM,2,【メイン】自分のリーダーが「ウタ」の場合、以下から1つを選ぶ。・相手のコスト5以下のキャラ1枚までを、レストにする。・相手のレストのコスト5以下のキャラ1枚までを、KOする。,,スタートデッキ 緑 ウタ【ST-16】,dummy.gif,
ST11-004,新時代,ニューエラ,SR,EVENT,緑,コスト,1,-,-,-,音楽/FILM,2,【メイン】自分のリーダーが「ウタ」の場合、自分のデッキの上から3枚を見て、「新時代」以外の特徴《FILM》を持つカード1枚までを公開し、手札に加える。その後、残りを好きな順番でデッキの下に置き、自分のドン!!1枚までを、アクティブにする。,,Side ウタ【ST-11】,dummy.gif,
ST11-004,新時代,ニューエラ,SR,EVENT,緑,コスト,1,-,-,-,音楽/FILM,2,【メイン】自分のリーダーが「ウタ」の場合、自分のデッキの上から3枚を見て、「新時代」以外の特徴《FILM》を持つカード1枚までを公開し、手札に加える。その後、残りを好きな順番でデッキの下に置き、自分のドン!!1枚までを、アクティブにする。,,『ONE PIECE FILM RED』入場者プレゼント アンコールパック,dummy.gif,
ST11-004,新時代,ニューエラ,SR,EVENT,緑,コスト,1,-,-,-,音楽/FILM,2,【メイン】自分のリーダーが「ウタ」の場合、自分のデッキの上から3枚を見て、「新時代」以外の特徴《FILM》を持つカード1枚までを公開し、手札に加える。その後、残りを好きな順番でデッキの下に置き、自分のドン‼1枚までを、アクティブにする。,,スタートデッキ 緑 ウタ【ST-16】,dummy.gif,
ST11-005,私は最強,ワタシハサイキョウ,C,EVENT,緑,コスト,3,-,-,-,音楽/FILM,2,【メイン】自分のリーダーの「ウタ」1枚までを、アクティブにする。,【】自分のリーダーかキャラ1枚までを、このターン中、パワー+1000。,Side ウタ【ST-11】,dummy.gif,
ST11-005,私は最強,ワタシハサイキョウ,C,EVENT,緑,コスト,3,-,-,-,音楽/FILM,2,【メイン】自分のリーダーの「ウタ」1枚までを、アクティブにする。,【】自分のリーダーかキャラ1枚までを、このターン中、パワー+1000。,『ONE PIECE FILM RED』入場者プレゼント アンコールパック,dummy.gif,
ST11-005,私は最強,ワタシハサイキョウ,C,EVENT,緑,コスト,3,-,-,-,音楽/FILM,2,【メイン】自分のリーダーの「ウタ」1枚までを、アクティブにする。,【】自分のリーダーかキャラ1枚までを、このターン中、パワー+1000。,スタートデッキ 緑 ウタ【ST-16】,dummy.gif,
ST12-001,ロロノア・ゾロ＆サンジ,,L,LEADER,緑/青,ライフ,4,5000,-,斬/打,麦わらの一味,2,【ドン!!×1】【アタック時】【ターン1回】自分のコスト2以上のキャラ1枚を持ち主の手札に戻すことができる：自分のパワー7000以下のキャラ1枚までを、アクティブにする。,,ゾロ&サンジ【ST-12】,dummy.gif,
ST12-002,くいな,クイナ,C,CHARACTER,緑,コスト,3,2000,1000,斬,シモツキ村,2,【起動メイン】このキャラをレストにできる：相手のコスト4以下のキャラ1枚までを、レストにする。,【】このカードを登場させる。,ゾロ&サンジ【ST-12】,dummy.gif,
ST12-003,ジュラキュール・ミホーク,,SR,CHARACTER,緑,コスト,3,4000,2000,斬,王下七武海/シッケアール王国,2,【登場時】自分のキャラが2枚以下の場合、自分の手札から「ジュラキュール・ミホーク」以外で、コスト4以下の、特徴《シッケアール王国》か属性(斬)を持つキャラカード1枚までを、レストで登場させる。,,Vジャンプ10月特大号 応募者全員サービス,dummy.gif,
ST12-003,ジュラキュール・ミホーク,,SR,CHARACTER,緑,コスト,3,4000,2000,斬,王下七武海/シッケアール王国,2,【登場時】自分のキャラが2枚以下の場合、自分の手札から「ジュラキュール・ミホーク」以外で、コスト4以下の、特徴《シッケアール王国》か属性(斬)を持つキャラカード1枚までを、レストで登場させる。,,ゾロ&サンジ【ST-12】,dummy.gif,
ST12-004,ヒューマンドリル,,C,CHARACTER,緑,コスト,3,5000,1000,知,動物/シッケアール王国,2,-,,ゾロ&サンジ【ST-12】,dummy.gif,
ST12-005,ペローナ,ペローナ,C,CHARACTER,緑,コスト,4,6000,1000,特,シッケアール王国/スリラーバーク海賊団,2,-,,ONE PIECE CARD THE BEST vol.2【PRB-02】,dummy.gif,
ST12-005,ペローナ,ペローナ,C,CHARACTER,緑,コスト,4,6000,1000,特,シッケアール王国/スリラーバーク海賊団,2,-,,ONE PIECE CARD THE BEST vol.2【PRB-02】,dummy.gif,
ST12-005,ペローナ,ペローナ,C,CHARACTER,緑,コスト,4,6000,1000,特,シッケアール王国/スリラーバーク海賊団,2,-,,ゾロ&サンジ【ST-12】,dummy.gif,
ST12-006,ヨサク＆ジョニー,ヨサクアンドジョニー,C,CHARACTER,緑,コスト,2,3000,1000,斬,東の海,2,【ドン!!×1】【アタック時】以下から1つを選ぶ。・相手のコスト2以下のキャラ1枚までを、レストにする。・相手のレストのコスト2以下のキャラ1枚までを、KOする。,,ゾロ&サンジ【ST-12】,dummy.gif,
ST12-007,リカ,,C,CHARACTER,緑,コスト,2,-,2000,知,東の海,2,【登場時】➁(コストエリアのドン!!を指定の数レストにできる)：相手のライフが3枚以上の場合、自分のコスト4以下の属性(斬)を持つキャラ1枚までを、アクティブにする。,,ゾロ&サンジ【ST-12】,dummy.gif,
ST12-008,ロロノア・ゾロ,ロロノア・ゾロ,C,CHARACTER,緑,コスト,4,6000,-,斬,麦わらの一味,2,【ドン!!×1】【アタック時】相手のコスト6以下のキャラ1枚までを、レストにする。,,ゾロ&サンジ【ST-12】,dummy.gif,
ST12-009,エレファント・ホンマグロ,エレファント・ホンマグロ,C,CHARACTER,青,コスト,1,3000,1000,打,動物,2,-,,ゾロ&サンジ【ST-12】,dummy.gif,
ST12-010,エンポリオ・イワンコフ,エンポリオ・イワンコフ,SR,CHARACTER,青,コスト,3,4000,1000,特,インペルダウン/革命軍,2,【登場時】自分のデッキの上から1枚を公開し、コスト2のキャラカード1枚までを、登場させる。その後、残りをデッキの上か下に置く。【アタック時】【ターン1回】自分の手札が6枚以下の場合、カード1枚を引く。,,ゾロ&サンジ【ST-12】,dummy.gif,
ST12-011,サンジ,,C,CHARACTER,青,コスト,2,3000,-,打,麦わらの一味,2,【ドン!!×1】【アタック時】自分の手札が5枚以下の場合、このキャラは、次の自分のターン開始時まで、パワー+2000。,,ゾロ&サンジ【ST-12】,dummy.gif,
ST12-012,シャーロット・プリン,シャーロットプリン,C,CHARACTER,青,コスト,2,2000,2000,知,ビッグ・マム海賊団,2,【起動メイン】このキャラを持ち主の手札に戻す。,,ゾロ&サンジ【ST-12】,dummy.gif,
ST12-012,シャーロット・プリン,シャーロットプリン,SPカード,CHARACTER,青,コスト,2,2000,2000,知,ビッグ・マム海賊団,2,【起動メイン】このキャラを持ち主の手札に戻す。,,ブースターパック 王族の血統【OP-10】,dummy.gif,
ST12-013,ゼフ,,C,CHARACTER,青,コスト,5,5000,1000,打,東の海,2,【登場時】自分のデッキの上から3枚を見て、好きな順番に並び替え、デッキの上か下に置く。【アタック時】自分のデッキの上から1枚を公開し、コスト2のキャラカード1枚までを、レストで登場させる。その後、残りをデッキの上か下に置く。,,ゾロ&サンジ【ST-12】,dummy.gif,
ST12-014,デュバル,デュバル,C,CHARACTER,青,コスト,2,1000,1000,打,トビウオライダーズ,2,【ブロッカー】(相手のアタックの後、このカードをレストにし、アタックの対象をこのカードにできる)【登場時】自分のデッキの上から3枚を見て、好きな順番に並び替え、デッキの上か下に置く。,,ONE PIECE CARD THE BEST【PRB-01】,dummy.gif,
ST12-014,デュバル,デュバル,C,CHARACTER,青,コスト,2,1000,1000,打,トビウオライダーズ,2,【ブロッカー】(相手のアタックの後、このカードをレストにし、アタックの対象をこのカードにできる)【登場時】自分のデッキの上から3枚を見て、好きな順番に並び替え、デッキの上か下に置く。,,ONE PIECE CARD THE BEST【PRB-01】,dummy.gif,
ST12-014,デュバル,デュバル,C,CHARACTER,青,コスト,2,1000,1000,打,トビウオライダーズ,2,【ブロッカー】(相手のアタックの後、このカードをレストにし、アタックの対象をこのカードにできる)【登場時】自分のデッキの上から3枚を見て、好きな順番に並び替え、デッキの上か下に置く。,,ONE PIECE CARD THE BEST【PRB-01】,dummy.gif,
ST12-014,デュバル,デュバル,C,CHARACTER,青,コスト,2,1000,1000,打,トビウオライダーズ,2,【ブロッカー】(相手のアタックの後、このカードをレストにし、アタックの対象をこのカードにできる)【登場時】自分のデッキの上から3枚を見て、好きな順番に並び替え、デッキの上か下に置く。,,ゾロ&サンジ【ST-12】,dummy.gif,
ST12-015,パティ＆カルネ,,C,CHARACTER,青,コスト,2,4000,1000,斬,東の海,2,-,,ゾロ&サンジ【ST-12】,dummy.gif,
ST12-016,獅子歌歌,,C,EVENT,緑,コスト,2,-,-,-,麦わらの一味,2,【メイン】/【カウンター】相手のリーダーかコスト4以下のキャラ1枚までを、レストにする。,【】このカードの【メイン】効果を発動する。,ゾロ&サンジ【ST-12】,dummy.gif,
